Username,ID,ExperimentName,Session,Trial,Date,TimeDif,Condition Number,Stimuli File,Order File,Condition Description,Condition Notes,Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,Stimuli*Shuffle 2,Stimuli*Stimuli Notes,Stimuli*Value,Procedure*Item,Procedure*Trial Type,Procedure*Max Time,Procedure*Min Time,Procedure*Text,Procedure*Procedure Notes,Procedure*Shuffle,Procedure*Shuffle 2,Procedure*Settings,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
93q84659q837,gpv7364cfr,Detecting Actions_1,1,1,2021-02-16T22:33:28+00:00,12.0665319,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,-,10,"In this study, you will be asked to watch a series of short videos (approximately 5 seconds each). Each video will show a first-person perspective of an actor performing various actions. Please focus on the movement of the image because you will be asked to determine what the person is doing.",Initial_Instruct,Instruct1,,,11804,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,2,2021-02-16T22:33:39+00:00,10.54758692,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,-,8,After each video you will be presented with a text box to type your answer. Please be as specific as possible but do not answer in more than TWO words.,,Instruct14,,,10210,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,3,2021-02-16T22:34:06+00:00,27.66009402,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,User,-,"When you are ready to view the first video, please Press Next. Note that the videos will play as soon as you move to the next screen. You will be automatically advanced to the next screen upon conclusion of the video. You will not be able to replay the videos.",,Instruct16,,,27302,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,4,2021-02-16T22:34:14+00:00,7.484565973,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,Video,7,,,,OFF,1,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,5,2021-02-16T22:34:22+00:00,8.006832123,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,1,,7720,Jogging,100,2172,5643,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,6,2021-02-16T22:34:29+00:00,7.381493092,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,Video,7,,,,OFF,2,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,7,2021-02-16T22:34:34+00:00,5.026465893,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,2,,4744,Jumping ,100,1419,2385,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,8,2021-02-16T22:34:41+00:00,7.311249018,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,Video,7,,,,OFF,3,,7003,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,9,2021-02-16T22:34:46+00:00,4.899272919,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,3,,4571,Skipping ,100,1119,2116,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,10,2021-02-16T22:34:54+00:00,7.356474161,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,Video,7,,,,OFF,4,,7007,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,11,2021-02-16T22:35:00+00:00,6.535687923,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,4,,6234,Jumping Jacks,100,1113,5242,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,12,2021-02-16T22:35:08+00:00,7.350006104,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,Video,7,,,,OFF,5,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,13,2021-02-16T22:35:11+00:00,3.946507931,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,5,,3697,Sitting,100,1699,2458,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,14,2021-02-16T22:35:19+00:00,7.417593002,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,Video,7,,,,OFF,6,,7012,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,15,2021-02-16T22:35:24+00:00,4.875639915,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,6,,4622,Squating,94.11764706,1518,3198,0,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,16,2021-02-16T22:35:31+00:00,7.396125078,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,Video,7,,,,OFF,1,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,17,2021-02-16T22:35:35+00:00,3.644187927,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,1,,3350,Skipping,40,915,2106,0,0,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,18,2021-02-16T22:35:42+00:00,7.346930027,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,Video,7,,,,OFF,2,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,19,2021-02-16T22:35:45+00:00,3.112359047,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,2,,2839,Jumping,100,829,1866,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,20,2021-02-16T22:35:53+00:00,7.328938007,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,Video,7,,,,OFF,3,,7004,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,21,2021-02-16T22:35:56+00:00,3.834446907,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,3,,3564,Skipping,100,1144,2681,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,22,2021-02-16T22:36:04+00:00,7.329427958,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,Video,7,,,,OFF,4,,7008,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,23,2021-02-16T22:36:08+00:00,4.419037104,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,4,,4072,Jumping JAcks,100,1257,3124,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,24,2021-02-16T22:36:16+00:00,7.365853071,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,Video,7,,,,OFF,5,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,25,2021-02-16T22:36:19+00:00,3.015781879,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,5,,2739,Sitting,100,862,1628,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,26,2021-02-16T22:36:26+00:00,7.342176914,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,Video,7,,,,OFF,6,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,27,2021-02-16T22:36:30+00:00,4.297862053,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,6,,4009,Squatting,100,1527,3164,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,28,2021-02-16T22:36:38+00:00,7.335636139,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,Video,7,,,,OFF,1,,7004,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,29,2021-02-16T22:36:41+00:00,2.967324972,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,1,,2726,Jogging,100,1073,1971,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,30,2021-02-16T22:36:48+00:00,7.392463923,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,Video,7,,,,OFF,2,,7013,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,31,2021-02-16T22:36:57+00:00,8.817430019,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,2,,8506,Squatting ,50,2054,7022,0,0,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,32,2021-02-16T22:37:04+00:00,7.367859125,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,Video,7,,,,OFF,3,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,33,2021-02-16T22:37:09+00:00,4.790984869,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,3,,4518,Skipping ,100,1727,3103,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,34,2021-02-16T22:37:16+00:00,7.398544073,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,Video,7,,,,OFF,4,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,35,2021-02-16T22:37:22+00:00,5.843516827,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,4,,5570,Jumping Jacks,100,1566,4671,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,36,2021-02-16T22:37:30+00:00,7.417389154,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,Video,7,,,,OFF,5,,7004,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,37,2021-02-16T22:37:33+00:00,3.298886061,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,5,,3010,Sitting,100,1082,1800,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,38,2021-02-16T22:37:40+00:00,7.319196939,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,Video,7,,,,OFF,6,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,39,2021-02-16T22:37:44+00:00,3.765743017,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,6,,3490,squatting,100,1243,2489,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,40,2021-02-16T22:37:51+00:00,7.324071884,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,Video,7,,,,OFF,1,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,41,2021-02-16T22:37:55+00:00,4.001716137,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,1,,3721,jogging ,100,1260,2050,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,42,2021-02-16T22:38:03+00:00,7.345417023,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,Video,7,,,,OFF,2,,7007,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,43,2021-02-16T22:38:07+00:00,4.099295855,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,2,,3793,jumping jacks,70,1305,3112,0,0,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,44,2021-02-16T22:38:14+00:00,7.442397118,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,Video,7,,,,OFF,3,,7004,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,45,2021-02-16T22:38:17+00:00,3.036814928,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,3,,2780,skipping,100,1060,2039,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,46,2021-02-16T22:38:25+00:00,7.317579985,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,Video,7,,,,OFF,4,,7007,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,47,2021-02-16T22:38:29+00:00,4.347994089,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,4,,4061,jumping jacks,100,1201,3021,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,48,2021-02-16T22:38:36+00:00,7.32643199,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,Video,7,,,,OFF,5,,7003,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,49,2021-02-16T22:38:39+00:00,2.999148846,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Sit.mp4,Sitting,1,,,3,6,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,5,,2733,sitting,100,1004,1776,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,50,2021-02-16T22:38:47+00:00,7.37909317,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,Video,7,,,,OFF,6,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,51,2021-02-16T22:38:50+00:00,3.626217842,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Squat.mp4,Squatting,1,,,4,7,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,6,,3367,squatting,100,927,2575,1,1,,1
